State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount,Region
Odisha,2022,2,Others,257113,174284263.8,Eastern Region
Odisha,2022,3,Merchant payments,188143417,1.0289E+11,Eastern Region
Odisha,2022,3,Peer-to-peer payments,161912635,4.44439E+11,Eastern Region
Odisha,2022,3,Recharge & bill payments,36270166,16916650473,Eastern Region
Odisha,2022,3,Financial Services,113961,114005499,Eastern Region
Odisha,2022,3,Others,247147,185902663.4,Eastern Region
Odisha,2022,4,Merchant payments,222167575,1.21471E+11,Eastern Region
Odisha,2022,4,Peer-to-peer payments,186438654,5.12125E+11,Eastern Region
Odisha,2022,4,Recharge & bill payments,36735289,18266150373,Eastern Region
Odisha,2022,4,Financial Services,132033,149681749.3,Eastern Region
Odisha,2022,4,Others,241192,205745557.9,Eastern Region
Puducherry,2018,1,Recharge & bill payments,53125,9704752.649,Southern Region
Puducherry,2018,1,Peer-to-peer payments,40303,147834476.2,Southern Region
Puducherry,2018,1,Merchant payments,4163,4427034.032,Southern Region
Puducherry,2018,1,Financial Services,2086,565799.4553,Southern Region
Puducherry,2018,1,Others,4535,3293909.071,Southern Region
Puducherry,2018,2,Recharge & bill payments,59867,14607336.9,Southern Region
Puducherry,2018,2,Peer-to-peer payments,57751,261299695.2,Southern Region
Puducherry,2018,2,Merchant payments,6904,6103101.529,Southern Region
Puducherry,2018,2,Financial Services,2105,822585.9572,Southern Region
Puducherry,2018,2,Others,3634,2968399.962,Southern Region
Puducherry,2018,3,Peer-to-peer payments,101817,378368361.4,Southern Region
Puducherry,2018,3,Recharge & bill payments,67909,19654338.11,Southern Region
Puducherry,2018,3,Merchant payments,14384,16102024.28,Southern Region
Puducherry,2018,3,Financial Services,1766,395306.6421,Southern Region
Puducherry,2018,3,Others,4395,3138045.1,Southern Region
Puducherry,2018,4,Peer-to-peer payments,173170,569825171.3,Southern Region
Puducherry,2018,4,Recharge & bill payments,95788,25159891.52,Southern Region
Puducherry,2018,4,Merchant payments,29470,25999609.76,Southern Region
Puducherry,2018,4,Financial Services,3490,689170.0727,Southern Region
Puducherry,2018,4,Others,6046,4017822.739,Southern Region
Puducherry,2019,1,Peer-to-peer payments,313822,835983054.3,Southern Region
Puducherry,2019,1,Recharge & bill payments,124092,32635247.52,Southern Region
Puducherry,2019,1,Merchant payments,54518,33763704.68,Southern Region
Puducherry,2019,1,Financial Services,3165,337570.3228,Southern Region
Puducherry,2019,1,Others,5495,3753447.525,Southern Region
Puducherry,2019,2,Peer-to-peer payments,331248,1109343372,Southern Region
Puducherry,2019,2,Recharge & bill payments,147585,46876569.36,Southern Region
Puducherry,2019,2,Merchant payments,92941,49963601.62,Southern Region
Puducherry,2019,2,Financial Services,1524,469351.5482,Southern Region
Puducherry,2019,2,Others,6779,4794015.854,Southern Region
Puducherry,2019,3,Peer-to-peer payments,394866,1316118200,Southern Region
Puducherry,2019,3,Recharge & bill payments,158483,57003044.3,Southern Region
Puducherry,2019,3,Merchant payments,156137,82601335.48,Southern Region
Puducherry,2019,3,Financial Services,1090,528680.8976,Southern Region
Puducherry,2019,3,Others,6250,4457097.112,Southern Region
Puducherry,2019,4,Peer-to-peer payments,559670,1725523873,Southern Region
Puducherry,2019,4,Merchant payments,249621,128039884.4,Southern Region
Puducherry,2019,4,Recharge & bill payments,195707,74383571.68,Southern Region
Puducherry,2019,4,Financial Services,1481,391196.1284,Southern Region
Puducherry,2019,4,Others,6176,3689792.246,Southern Region
Puducherry,2020,1,Peer-to-peer payments,600290,1919499666,Southern Region
Puducherry,2020,1,Merchant payments,349788,184925417.7,Southern Region
Puducherry,2020,1,Recharge & bill payments,251115,96515615.44,Southern Region
Puducherry,2020,1,Financial Services,1527,858236.5498,Southern Region
Puducherry,2020,1,Others,5201,3478541.525,Southern Region
Puducherry,2020,2,Peer-to-peer payments,468789,1680190118,Southern Region
Puducherry,2020,2,Recharge & bill payments,310746,115223074,Southern Region
Puducherry,2020,2,Merchant payments,249951,160931601.3,Southern Region
Puducherry,2020,2,Financial Services,1555,2339469.004,Southern Region
Puducherry,2020,2,Others,2342,1346718.588,Southern Region
Puducherry,2020,3,Peer-to-peer payments,855511,3116583525,Southern Region
Puducherry,2020,3,Merchant payments,560420,335583369.7,Southern Region
Puducherry,2020,3,Recharge & bill payments,306852,138925436.5,Southern Region
Puducherry,2020,3,Financial Services,3039,4788490.363,Southern Region
Puducherry,2020,3,Others,5080,2199408.228,Southern Region
Puducherry,2020,4,Peer-to-peer payments,1211359,4090057483,Southern Region
Puducherry,2020,4,Merchant payments,1108292,647985607.6,Southern Region
Puducherry,2020,4,Recharge & bill payments,383707,184037245.7,Southern Region
Puducherry,2020,4,Financial Services,3783,3888988.237,Southern Region
Puducherry,2020,4,Others,8862,4556893.133,Southern Region
Puducherry,2021,1,Peer-to-peer payments,1406958,4798646713,Southern Region
Puducherry,2021,1,Merchant payments,1385444,857787315.6,Southern Region
Puducherry,2021,1,Recharge & bill payments,504499,231829246.9,Southern Region
Puducherry,2021,1,Financial Services,5073,5953397.435,Southern Region
Puducherry,2021,1,Others,7458,5092899.254,Southern Region
Puducherry,2021,2,Peer-to-peer payments,1581221,5266478797,Southern Region
Puducherry,2021,2,Merchant payments,1437110,932602617.3,Southern Region
Puducherry,2021,2,Recharge & bill payments,719252,289799593.2,Southern Region
Puducherry,2021,2,Financial Services,4851,4980243.908,Southern Region
Puducherry,2021,2,Others,8953,4973445.02,Southern Region
Puducherry,2021,3,Merchant payments,2273996,1443176801,Southern Region
Puducherry,2021,3,Peer-to-peer payments,2089199,6918396494,Southern Region
Puducherry,2021,3,Recharge & bill payments,741388,356068931.7,Southern Region
Puducherry,2021,3,Financial Services,4733,5523949.081,Southern Region
Puducherry,2021,3,Others,12410,6808255.35,Southern Region
Puducherry,2021,4,Merchant payments,3052713,1864951566,Southern Region
Puducherry,2021,4,Peer-to-peer payments,2530821,8113722339,Southern Region
Puducherry,2021,4,Recharge & bill payments,762641,428453211.3,Southern Region
Puducherry,2021,4,Financial Services,5995,7655925.109,Southern Region
Puducherry,2021,4,Others,16640,8868759.435,Southern Region
Puducherry,2022,1,Merchant payments,3723135,2199614586,Southern Region
Puducherry,2022,1,Peer-to-peer payments,2901199,9407577502,Southern Region
Puducherry,2022,1,Recharge & bill payments,715338,460522863.8,Southern Region
Puducherry,2022,1,Financial Services,6203,8184455.912,Southern Region
Puducherry,2022,1,Others,13301,7575497.515,Southern Region
Puducherry,2022,2,Merchant payments,4613049,2693234775,Southern Region
Puducherry,2022,2,Peer-to-peer payments,3242208,10537267922,Southern Region
Puducherry,2022,2,Recharge & bill payments,773154,535604974.6,Southern Region
Puducherry,2022,2,Financial Services,4914,6556452.522,Southern Region
Puducherry,2022,2,Others,10362,6081132.497,Southern Region
Puducherry,2022,3,Merchant payments,3992974,2322908509,Southern Region
Puducherry,2022,3,Peer-to-peer payments,2474932,8058325856,Southern Region
Puducherry,2022,3,Recharge & bill payments,564285,463054690.6,Southern Region
Puducherry,2022,3,Financial Services,4621,5514275.579,Southern Region
Puducherry,2022,3,Others,5915,4514380.573,Southern Region
Puducherry,2022,4,Merchant payments,4464977,2534351531,Southern Region
Puducherry,2022,4,Peer-to-peer payments,2547018,8141612224,Southern Region
Puducherry,2022,4,Recharge & bill payments,531963,453692483.8,Southern Region
Puducherry,2022,4,Financial Services,6073,7875178.045,Southern Region
Puducherry,2022,4,Others,6096,4673460.483,Southern Region
Punjab,2018,1,Recharge & bill payments,946338,196018621.4,Northern Region
Punjab,2018,1,Peer-to-peer payments,690684,2412434634,Northern Region
Punjab,2018,1,Merchant payments,87477,83873893.96,Northern Region
Punjab,2018,1,Financial Services,60688,11162488.42,Northern Region
Punjab,2018,1,Others,85246,77268587.57,Northern Region
Punjab,2018,2,Recharge & bill payments,1262450,395417027.8,Northern Region
Punjab,2018,2,Peer-to-peer payments,1017159,4036457554,Northern Region
Punjab,2018,2,Merchant payments,147667,159406610.3,Northern Region
Punjab,2018,2,Financial Services,82256,17719391.41,Northern Region
Punjab,2018,2,Others,71631,75671628.77,Northern Region
Punjab,2018,3,Peer-to-peer payments,1684209,6173898401,Northern Region
Punjab,2018,3,Recharge & bill payments,1381730,622737633.8,Northern Region
Punjab,2018,3,Merchant payments,274458,194883994.6,Northern Region
Punjab,2018,3,Financial Services,54285,9429174.535,Northern Region
Punjab,2018,3,Others,67426,64737840.4,Northern Region
Punjab,2018,4,Peer-to-peer payments,2269375,9404088424,Northern Region
Punjab,2018,4,Recharge & bill payments,1817964,825449591.2,Northern Region
Punjab,2018,4,Merchant payments,648096,455091549.6,Northern Region
Punjab,2018,4,Financial Services,62453,11832962.88,Northern Region
Punjab,2018,4,Others,89249,85520045.45,Northern Region
Punjab,2019,1,Peer-to-peer payments,4026294,12027441596,Northern Region
Punjab,2019,1,Recharge & bill payments,2304690,986004867.8,Northern Region
Punjab,2019,1,Merchant payments,711152,478382600.6,Northern Region
Punjab,2019,1,Financial Services,45621,6871295.955,Northern Region
Punjab,2019,1,Others,84380,75789641.76,Northern Region
Punjab,2019,2,Peer-to-peer payments,4140474,16258891447,Northern Region
Punjab,2019,2,Recharge & bill payments,2815047,1440058991,Northern Region
Punjab,2019,2,Merchant payments,1407963,815090878,Northern Region
Punjab,2019,2,Financial Services,37435,6876144.455,Northern Region
Punjab,2019,2,Others,108911,93875933.52,Northern Region
Punjab,2019,3,Peer-to-peer payments,4726946,19146726287,Northern Region
Punjab,2019,3,Recharge & bill payments,3455594,2481094965,Northern Region
Punjab,2019,3,Merchant payments,2374014,1183743251,Northern Region
Punjab,2019,3,Financial Services,32359,7912219.734,Northern Region
Punjab,2019,3,Others,117899,86338883.28,Northern Region
Punjab,2019,4,Peer-to-peer payments,6386367,25564144630,Northern Region
Punjab,2019,4,Recharge & bill payments,4068332,2622222199,Northern Region
Punjab,2019,4,Merchant payments,3122413,1741259163,Northern Region
Punjab,2019,4,Financial Services,22956,6382345.43,Northern Region
Punjab,2019,4,Others,98557,55793908.46,Northern Region
Punjab,2020,1,Peer-to-peer payments,6339183,26350005915,Northern Region
Punjab,2020,1,Recharge & bill payments,4935115,2767419473,Northern Region
Punjab,2020,1,Merchant payments,3838480,2196329615,Northern Region
Punjab,2020,1,Financial Services,17924,10987850.96,Northern Region
Punjab,2020,1,Others,87082,49442411.67,Northern Region
Punjab,2020,2,Recharge & bill payments,6064807,3089758241,Northern Region
Punjab,2020,2,Peer-to-peer payments,5639212,25074384847,Northern Region
Punjab,2020,2,Merchant payments,2290868,2058898904,Northern Region
Punjab,2020,2,Financial Services,23314,23704957.88,Northern Region
Punjab,2020,2,Others,63093,37907301.35,Northern Region
Punjab,2020,3,Peer-to-peer payments,7354451,32477438924,Northern Region
Punjab,2020,3,Recharge & bill payments,5478668,4066750821,Northern Region
Punjab,2020,3,Merchant payments,4261548,3490665357,Northern Region
Punjab,2020,3,Financial Services,32390,42060249.33,Northern Region
Punjab,2020,3,Others,82516,46176796.08,Northern Region
Punjab,2020,4,Peer-to-peer payments,9609405,43286909257,Northern Region
Punjab,2020,4,Merchant payments,7144295,6142380827,Northern Region
Punjab,2020,4,Recharge & bill payments,6072201,4201551870,Northern Region
Punjab,2020,4,Financial Services,38820,51677182.32,Northern Region
Punjab,2020,4,Others,133204,92887343.34,Northern Region
Punjab,2021,1,Peer-to-peer payments,10951083,46908632143,Northern Region
Punjab,2021,1,Merchant payments,9333364,7651004599,Northern Region
Punjab,2021,1,Recharge & bill payments,6332928,3980874403,Northern Region
Punjab,2021,1,Financial Services,43094,52009482.41,Northern Region
Punjab,2021,1,Others,110366,98366463.19,Northern Region
Punjab,2021,2,Peer-to-peer payments,13180933,55282486111,Northern Region
Punjab,2021,2,Merchant payments,11225598,9710508482,Northern Region
Punjab,2021,2,Recharge & bill payments,7591039,4370756869,Northern Region
Punjab,2021,2,Financial Services,46218,53309051.07,Northern Region
Punjab,2021,2,Others,127460,113998049.3,Northern Region
Punjab,2021,3,Peer-to-peer payments,17024782,66149902036,Northern Region
Punjab,2021,3,Merchant payments,16837685,14103740969,Northern Region
Punjab,2021,3,Recharge & bill payments,8465739,5540272095,Northern Region
Punjab,2021,3,Financial Services,43789,63576666.59,Northern Region
Punjab,2021,3,Others,161494,135069073.8,Northern Region
Punjab,2021,4,Merchant payments,22669743,20753662876,Northern Region
Punjab,2021,4,Peer-to-peer payments,20663881,83611403637,Northern Region
Punjab,2021,4,Recharge & bill payments,8765579,6107473172,Northern Region
Punjab,2021,4,Financial Services,58581,86356456.6,Northern Region
Punjab,2021,4,Others,201576,151230100.6,Northern Region
Punjab,2022,1,Merchant payments,25979197,23217511697,Northern Region
Punjab,2022,1,Peer-to-peer payments,22354946,88645204329,Northern Region
Punjab,2022,1,Recharge & bill payments,9188439,6317909909,Northern Region
Punjab,2022,1,Financial Services,57561,83933665.01,Northern Region
Punjab,2022,1,Others,178159,125418507,Northern Region
Punjab,2022,2,Merchant payments,35941880,28585688544,Northern Region
Punjab,2022,2,Peer-to-peer payments,25952349,1.00938E+11,Northern Region
Punjab,2022,2,Recharge & bill payments,10161030,7652499714,Northern Region
Punjab,2022,2,Financial Services,50483,57234782.46,Northern Region
Punjab,2022,2,Others,167081,111934787.8,Northern Region
Punjab,2022,3,Merchant payments,43089589,32370885165,Northern Region
Punjab,2022,3,Peer-to-peer payments,29862592,1.07653E+11,Northern Region
Punjab,2022,3,Recharge & bill payments,11017816,9119649329,Northern Region
Punjab,2022,3,Financial Services,57979,68249938.54,Northern Region
Punjab,2022,3,Others,149921,107280498.8,Northern Region
Punjab,2022,4,Merchant payments,48358802,38162493193,Northern Region
Punjab,2022,4,Peer-to-peer payments,32377106,1.20513E+11,Northern Region
Punjab,2022,4,Recharge & bill payments,10895208,9248445986,Northern Region
Punjab,2022,4,Financial Services,62809,72160390.23,Northern Region
Punjab,2022,4,Others,141255,111559653.6,Northern Region
Rajasthan,2018,1,Recharge & bill payments,4305940,868358581.2,Western Region
Rajasthan,2018,1,Peer-to-peer payments,2540658,7547652853,Western Region
Rajasthan,2018,1,Financial Services,202537,37125466.5,Western Region
Rajasthan,2018,1,Merchant payments,184127,201212697.3,Western Region
Rajasthan,2018,1,Others,358428,271943533.1,Western Region
Rajasthan,2018,2,Recharge & bill payments,5288093,1511007056,Western Region
Rajasthan,2018,2,Peer-to-peer payments,3770555,13341587602,Western Region
Rajasthan,2018,2,Merchant payments,345752,342809667.6,Western Region
Rajasthan,2018,2,Financial Services,279471,52145152.94,Western Region
Rajasthan,2018,2,Others,289826,311536696.7,Western Region
Rajasthan,2018,3,Peer-to-peer payments,7120792,21010614922,Western Region
Rajasthan,2018,3,Recharge & bill payments,5894660,2252031410,Western Region
Rajasthan,2018,3,Merchant payments,711240,445504998,Western Region
Rajasthan,2018,3,Financial Services,230083,30185982.18,Western Region
Rajasthan,2018,3,Others,300323,302431358.9,Western Region
Rajasthan,2018,4,Peer-to-peer payments,10752729,33578327038,Western Region
Rajasthan,2018,4,Recharge & bill payments,7557003,2743591539,Western Region
Rajasthan,2018,4,Merchant payments,1985927,1172254324,Western Region
Rajasthan,2018,4,Financial Services,311632,40412563.01,Western Region
Rajasthan,2018,4,Others,352432,374501619.8,Western Region
Rajasthan,2019,1,Peer-to-peer payments,27621606,55246071722,Western Region
Rajasthan,2019,1,Recharge & bill payments,11650961,3821181817,Western Region
Rajasthan,2019,1,Merchant payments,3921438,1664209335,Western Region
Rajasthan,2019,1,Financial Services,359993,36340412.58,Western Region
Rajasthan,2019,1,Others,402042,373355289.6,Western Region
Rajasthan,2019,2,Peer-to-peer payments,25257679,79466464089,Western Region
Rajasthan,2019,2,Recharge & bill payments,14968290,5709279551,Western Region
Rajasthan,2019,2,Merchant payments,9026751,3435472167,Western Region
Rajasthan,2019,2,Financial Services,182685,34134486.76,Western Region
Rajasthan,2019,2,Others,573881,461962878.5,Western Region
Rajasthan,2019,3,Peer-to-peer payments,29885618,97443950787,Western Region
Rajasthan,2019,3,Merchant payments,19646612,6705923743,Western Region
Rajasthan,2019,3,Recharge & bill payments,16970783,7872719572,Western Region
Rajasthan,2019,3,Financial Services,217029,37899900.33,Western Region
Rajasthan,2019,3,Others,583575,407796030.9,Western Region
Rajasthan,2019,4,Peer-to-peer payments,43354317,1.40449E+11,Western Region
Rajasthan,2019,4,Recharge & bill payments,20604852,9028860435,Western Region
Rajasthan,2019,4,Merchant payments,20544791,9721826538,Western Region
Rajasthan,2019,4,Financial Services,101805,25014672.38,Western Region
Rajasthan,2019,4,Others,468477,227573686.6,Western Region
Rajasthan,2020,1,Peer-to-peer payments,48269912,1.65469E+11,Western Region
Rajasthan,2020,1,Merchant payments,27880848,13643061482,Western Region
Rajasthan,2020,1,Recharge & bill payments,25631131,10961167180,Western Region
Rajasthan,2020,1,Financial Services,72604,34466606.25,Western Region
Rajasthan,2020,1,Others,404317,200968968.7,Western Region
Rajasthan,2020,2,Peer-to-peer payments,49160792,1.66176E+11,Western Region
Rajasthan,2020,2,Recharge & bill payments,31681776,13014051936,Western Region
Rajasthan,2020,2,Merchant payments,20756594,14354151782,Western Region
Rajasthan,2020,2,Financial Services,92875,76662259.21,Western Region
Rajasthan,2020,2,Others,262619,142020149.8,Western Region
Rajasthan,2020,3,Peer-to-peer payments,73247856,2.49007E+11,Western Region
Rajasthan,2020,3,Merchant payments,45149210,27714680562,Western Region
Rajasthan,2020,3,Recharge & bill payments,30148875,16650017441,Western Region
Rajasthan,2020,3,Financial Services,146383,113675141.5,Western Region
Rajasthan,2020,3,Others,396352,193212778.7,Western Region
Rajasthan,2020,4,Peer-to-peer payments,88730951,3.21281E+11,Western Region
Rajasthan,2020,4,Merchant payments,67367264,46142484518,Western Region
Rajasthan,2020,4,Recharge & bill payments,33455755,18123908526,Western Region
Rajasthan,2020,4,Financial Services,169294,136058685.9,Western Region
Rajasthan,2020,4,Others,560171,351480425.6,Western Region
Rajasthan,2021,1,Peer-to-peer payments,116733195,4.0819E+11,Western Region
Rajasthan,2021,1,Merchant payments,96394132,61936457709,Western Region
Rajasthan,2021,1,Recharge & bill payments,38919519,20855464604,Western Region
Rajasthan,2021,1,Financial Services,192936,162581466.9,Western Region
Rajasthan,2021,1,Others,491137,347689722.9,Western Region
Rajasthan,2021,2,Peer-to-peer payments,139277445,4.67784E+11,Western Region
Rajasthan,2021,2,Merchant payments,97860493,69922875807,Western Region
Rajasthan,2021,2,Recharge & bill payments,49501703,23387103756,Western Region
Rajasthan,2021,2,Financial Services,216441,186606893.6,Western Region
Rajasthan,2021,2,Others,620957,422031947.6,Western Region
Rajasthan,2021,3,Peer-to-peer payments,181742972,5.75913E+11,Western Region
Rajasthan,2021,3,Merchant payments,167819345,1.05548E+11,Western Region
Rajasthan,2021,3,Recharge & bill payments,49709657,28335516739,Western Region
Rajasthan,2021,3,Financial Services,197211,190362135.9,Western Region
Rajasthan,2021,3,Others,815568,524328574.3,Western Region
Rajasthan,2021,4,Merchant payments,221774624,1.51968E+11,Western Region
Rajasthan,2021,4,Peer-to-peer payments,212937264,7.18215E+11,Western Region
Rajasthan,2021,4,Recharge & bill payments,51610607,32831163303,Western Region
Rajasthan,2021,4,Financial Services,265091,263180819.7,Western Region
Rajasthan,2021,4,Others,1034011,656777820.8,Western Region
Rajasthan,2022,1,Merchant payments,267467038,1.71182E+11,Western Region
Rajasthan,2022,1,Peer-to-peer payments,241739380,8.14525E+11,Western Region
Rajasthan,2022,1,Recharge & bill payments,54555117,35542881861,Western Region
Rajasthan,2022,1,Financial Services,244029,243340851.7,Western Region
Rajasthan,2022,1,Others,956656,556409604.9,Western Region
Rajasthan,2022,2,Merchant payments,336900860,2.08239E+11,Western Region
Rajasthan,2022,2,Peer-to-peer payments,263380560,9.05641E+11,Western Region
Rajasthan,2022,2,Recharge & bill payments,59879660,38325678034,Western Region
Rajasthan,2022,2,Financial Services,170705,175399371.4,Western Region
Rajasthan,2022,2,Others,838365,452454748.3,Western Region
Rajasthan,2022,3,Merchant payments,398104319,2.3061E+11,Western Region
Rajasthan,2022,3,Peer-to-peer payments,299383118,9.61209E+11,Western Region
Rajasthan,2022,3,Recharge & bill payments,69118763,46000391408,Western Region
Rajasthan,2022,3,Financial Services,215235,220271929.8,Western Region
Rajasthan,2022,3,Others,719925,449514643.6,Western Region
Rajasthan,2022,4,Merchant payments,457778005,2.75195E+11,Western Region
Rajasthan,2022,4,Peer-to-peer payments,334316758,1.13038E+12,Western Region
Rajasthan,2022,4,Recharge & bill payments,72510470,50609988782,Western Region
Rajasthan,2022,4,Financial Services,244442,270658681,Western Region
Rajasthan,2022,4,Others,725173,500361375.7,Western Region
Sikkim,2018,1,Recharge & bill payments,26965,4823943.542,Eastern Region
Sikkim,2018,1,Peer-to-peer payments,13559,56334584.63,Eastern Region
Sikkim,2018,1,Merchant payments,1349,1677583.144,Eastern Region
Sikkim,2018,1,Financial Services,608,86906.81958,Eastern Region
Sikkim,2018,1,Others,1597,1727920.802,Eastern Region
Sikkim,2018,2,Recharge & bill payments,45435,9465769.856,Eastern Region
Sikkim,2018,2,Peer-to-peer payments,24237,127051984.4,Eastern Region
Sikkim,2018,2,Merchant payments,2556,4713227.148,Eastern Region
Sikkim,2018,2,Financial Services,562,218130.13,Eastern Region
Sikkim,2018,2,Others,1788,2243974.008,Eastern Region
Sikkim,2018,3,Recharge & bill payments,58421,12221506.19,Eastern Region
Sikkim,2018,3,Peer-to-peer payments,43195,215547415.5,Eastern Region
Sikkim,2018,3,Merchant payments,4521,5322296.748,Eastern Region
Sikkim,2018,3,Financial Services,562,261766.8022,Eastern Region
Sikkim,2018,3,Others,1801,1727241.758,Eastern Region
Sikkim,2018,4,Recharge & bill payments,79232,16713780.63,Eastern Region
Sikkim,2018,4,Peer-to-peer payments,65451,351253329.7,Eastern Region
Sikkim,2018,4,Merchant payments,7452,12637809.24,Eastern Region
Sikkim,2018,4,Financial Services,717,596472.7146,Eastern Region
Sikkim,2018,4,Others,1681,1939965.754,Eastern Region
Sikkim,2019,1,Peer-to-peer payments,121984,422987999.9,Eastern Region
Sikkim,2019,1,Recharge & bill payments,96878,20711589.87,Eastern Region
Sikkim,2019,1,Merchant payments,18346,11837344.85,Eastern Region
Sikkim,2019,1,Financial Services,1225,191594.2334,Eastern Region
Sikkim,2019,1,Others,1854,2265105.535,Eastern Region
Sikkim,2019,2,Peer-to-peer payments,172125,674044301.8,Eastern Region
Sikkim,2019,2,Recharge & bill payments,142582,32535297.49,Eastern Region
Sikkim,2019,2,Merchant payments,66722,28248001.03,Eastern Region
Sikkim,2019,2,Financial Services,2294,310197.5477,Eastern Region
Sikkim,2019,2,Others,4521,3756445.532,Eastern Region
Sikkim,2019,3,Peer-to-peer payments,203052,794235862.6,Eastern Region
Sikkim,2019,3,Merchant payments,188753,52337322.53,Eastern Region
Sikkim,2019,3,Recharge & bill payments,156125,33922224.89,Eastern Region
Sikkim,2019,3,Financial Services,288,548142.9,Eastern Region
Sikkim,2019,3,Others,4218,3672895.49,Eastern Region
Sikkim,2019,4,Peer-to-peer payments,508471,1086457148,Eastern Region
Sikkim,2019,4,Recharge & bill payments,181287,42705664.09,Eastern Region
Sikkim,2019,4,Merchant payments,73992,43954548.8,Eastern Region
Sikkim,2019,4,Financial Services,373,494076.3451,Eastern Region
Sikkim,2019,4,Others,2947,2898164.48,Eastern Region
Sikkim,2020,1,Peer-to-peer payments,230413,954765350.2,Eastern Region
Sikkim,2020,1,Recharge & bill payments,215586,53588505.84,Eastern Region
Sikkim,2020,1,Merchant payments,79881,43201695.39,Eastern Region
Sikkim,2020,1,Financial Services,345,175569.5393,Eastern Region
Sikkim,2020,1,Others,1893,1745150.991,Eastern Region
Sikkim,2020,2,Recharge & bill payments,297620,78397187.11,Eastern Region
Sikkim,2020,2,Peer-to-peer payments,186495,939900165.9,Eastern Region
Sikkim,2020,2,Merchant payments,31442,34385184.66,Eastern Region
Sikkim,2020,2,Financial Services,883,999656.0722,Eastern Region
Sikkim,2020,2,Others,1291,936594.4803,Eastern Region
Sikkim,2020,3,Recharge & bill payments,298885,83894642.67,Eastern Region
Sikkim,2020,3,Peer-to-peer payments,245087,1255521153,Eastern Region
Sikkim,2020,3,Merchant payments,49299,58337178.67,Eastern Region
Sikkim,2020,3,Financial Services,1252,1795366.733,Eastern Region
Sikkim,2020,3,Others,1912,1378387.617,Eastern Region
Sikkim,2020,4,Peer-to-peer payments,334069,1711730127,Eastern Region
Sikkim,2020,4,Recharge & bill payments,301382,90168624.05,Eastern Region
Sikkim,2020,4,Merchant payments,95503,112478003.9,Eastern Region
Sikkim,2020,4,Financial Services,1427,2361187.592,Eastern Region
Sikkim,2020,4,Others,2654,2537863.028,Eastern Region
Sikkim,2021,1,Peer-to-peer payments,403703,1965492630,Eastern Region
Sikkim,2021,1,Recharge & bill payments,279679,93174110.11,Eastern Region
Sikkim,2021,1,Merchant payments,112925,154183320.1,Eastern Region
Sikkim,2021,1,Financial Services,1844,3027799.278,Eastern Region
Sikkim,2021,1,Others,2038,1789867.734,Eastern Region
Sikkim,2021,2,Peer-to-peer payments,473141,2125758497,Eastern Region
Sikkim,2021,2,Recharge & bill payments,345495,103846501.5,Eastern Region
Sikkim,2021,2,Merchant payments,153671,190473176.2,Eastern Region
Sikkim,2021,2,Financial Services,1865,2851874.287,Eastern Region
Sikkim,2021,2,Others,2542,1969531.029,Eastern Region
Sikkim,2021,3,Peer-to-peer payments,595826,2582075089,Eastern Region
Sikkim,2021,3,Recharge & bill payments,346173,111613776.8,Eastern Region
Sikkim,2021,3,Merchant payments,213808,290732930.5,Eastern Region
Sikkim,2021,3,Financial Services,1689,2624558.386,Eastern Region
Sikkim,2021,3,Others,3098,2290508.817,Eastern Region
Sikkim,2021,4,Peer-to-peer payments,831597,3548508410,Eastern Region
Sikkim,2021,4,Recharge & bill payments,376078,136473754.4,Eastern Region
Sikkim,2021,4,Merchant payments,369343,504586163.6,Eastern Region
Sikkim,2021,4,Financial Services,2269,3162023.721,Eastern Region
Sikkim,2021,4,Others,5058,4052910.301,Eastern Region
Sikkim,2022,1,Peer-to-peer payments,916940,3650961081,Eastern Region
Sikkim,2022,1,Merchant payments,449273,570784579.7,Eastern Region
Sikkim,2022,1,Recharge & bill payments,371579,139135962.1,Eastern Region
Sikkim,2022,1,Financial Services,2124,3062332.164,Eastern Region
Sikkim,2022,1,Others,4386,3487320.926,Eastern Region
Sikkim,2022,2,Peer-to-peer payments,1198014,4596501308,Eastern Region
Sikkim,2022,2,Merchant payments,706658,847497607.1,Eastern Region
Sikkim,2022,2,Recharge & bill payments,411189,162174479.7,Eastern Region
Sikkim,2022,2,Financial Services,1758,1861284.797,Eastern Region
Sikkim,2022,2,Others,4462,3070990.528,Eastern Region
Sikkim,2022,3,Peer-to-peer payments,1222037,4173703594,Eastern Region
Sikkim,2022,3,Merchant payments,772650,830361401,Eastern Region
Sikkim,2022,3,Recharge & bill payments,397207,153567926.3,Eastern Region
Sikkim,2022,3,Financial Services,1538,2851319.548,Eastern Region
Sikkim,2022,3,Others,3326,2396303.405,Eastern Region
Sikkim,2022,4,Peer-to-peer payments,1548662,5175155339,Eastern Region
Sikkim,2022,4,Merchant payments,1033541,1096220774,Eastern Region
Sikkim,2022,4,Recharge & bill payments,470639,181281682.3,Eastern Region
Sikkim,2022,4,Financial Services,2049,2701971.789,Eastern Region
Sikkim,2022,4,Others,3448,3025622.232,Eastern Region
Tamil Nadu,2018,1,Recharge & bill payments,3308548,646028338.4,Southern Region
Tamil Nadu,2018,1,Peer-to-peer payments,2670613,10031518934,Southern Region
Tamil Nadu,2018,1,Merchant payments,326510,272002057.2,Southern Region
Tamil Nadu,2018,1,Financial Services,115363,31876073.75,Southern Region
Tamil Nadu,2018,1,Others,305588,280132294.1,Southern Region
