State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount,Region
Chandigarh,2022,3,Financial Services,8868,9918740.021,Northern Region
Chandigarh,2022,3,Others,19466,14156668.14,Northern Region
Chandigarh,2022,4,Merchant payments,10170372,6570336080,Northern Region
Chandigarh,2022,4,Peer-to-peer payments,5951989,20013621496,Northern Region
Chandigarh,2022,4,Recharge & bill payments,1749647,1267654269,Northern Region
Chandigarh,2022,4,Financial Services,10778,12000766.36,Northern Region
Chandigarh,2022,4,Others,22054,16141955.57,Northern Region
Chhattisgarh,2018,1,Recharge & bill payments,1177618,206518662.8,Central Region
Chhattisgarh,2018,1,Peer-to-peer payments,550697,1838238336,Central Region
Chhattisgarh,2018,1,Merchant payments,42411,39708474.16,Central Region
Chhattisgarh,2018,1,Financial Services,33002,7350624.274,Central Region
Chhattisgarh,2018,1,Others,87786,57339459.83,Central Region
Chhattisgarh,2018,2,Recharge & bill payments,1643461,351709628.1,Central Region
Chhattisgarh,2018,2,Peer-to-peer payments,933066,3703114548,Central Region
Chhattisgarh,2018,2,Merchant payments,118438,129967815.2,Central Region
Chhattisgarh,2018,2,Financial Services,40299,9405941.627,Central Region
Chhattisgarh,2018,2,Others,80892,69972510.6,Central Region
Chhattisgarh,2018,3,Recharge & bill payments,1911374,443460556.8,Central Region
Chhattisgarh,2018,3,Peer-to-peer payments,1619886,5647949188,Central Region
Chhattisgarh,2018,3,Merchant payments,220572,145342066,Central Region
Chhattisgarh,2018,3,Financial Services,31927,6195179.157,Central Region
Chhattisgarh,2018,3,Others,75845,59360083.75,Central Region
Chhattisgarh,2018,4,Recharge & bill payments,2438959,554514488.4,Central Region
Chhattisgarh,2018,4,Peer-to-peer payments,2342713,8450105299,Central Region
Chhattisgarh,2018,4,Merchant payments,458091,331842964.6,Central Region
Chhattisgarh,2018,4,Financial Services,42199,9709810.436,Central Region
Chhattisgarh,2018,4,Others,83882,70240102.06,Central Region
Chhattisgarh,2019,1,Peer-to-peer payments,4068056,11417366152,Central Region
Chhattisgarh,2019,1,Recharge & bill payments,2997095,679458794.5,Central Region
Chhattisgarh,2019,1,Merchant payments,710047,374735986.9,Central Region
Chhattisgarh,2019,1,Financial Services,33835,5075418.743,Central Region
Chhattisgarh,2019,1,Others,78636,67920032.8,Central Region
Chhattisgarh,2019,2,Peer-to-peer payments,4350167,15410038390,Central Region
Chhattisgarh,2019,2,Recharge & bill payments,3435305,855753107.5,Central Region
Chhattisgarh,2019,2,Merchant payments,1483870,654411637,Central Region
Chhattisgarh,2019,2,Financial Services,22563,4237631.554,Central Region
Chhattisgarh,2019,2,Others,98040,77914922.92,Central Region
Chhattisgarh,2019,3,Peer-to-peer payments,5021844,17584630268,Central Region
Chhattisgarh,2019,3,Recharge & bill payments,4335851,1069468754,Central Region
Chhattisgarh,2019,3,Merchant payments,2772084,1074255589,Central Region
Chhattisgarh,2019,3,Financial Services,16452,4542997.939,Central Region
Chhattisgarh,2019,3,Others,96880,70361559.29,Central Region
Chhattisgarh,2019,4,Peer-to-peer payments,7241974,24112075521,Central Region
Chhattisgarh,2019,4,Recharge & bill payments,5112337,1257371455,Central Region
Chhattisgarh,2019,4,Merchant payments,3852716,1720930748,Central Region
Chhattisgarh,2019,4,Financial Services,14974,4665759.804,Central Region
Chhattisgarh,2019,4,Others,83757,48745253.9,Central Region
Chhattisgarh,2020,1,Peer-to-peer payments,8109789,28723854869,Central Region
Chhattisgarh,2020,1,Recharge & bill payments,6400067,1688995018,Central Region
Chhattisgarh,2020,1,Merchant payments,4923214,2393811867,Central Region
Chhattisgarh,2020,1,Financial Services,12424,7378557.223,Central Region
Chhattisgarh,2020,1,Others,78497,46557359.68,Central Region
Chhattisgarh,2020,2,Recharge & bill payments,8366200,2504355747,Central Region
Chhattisgarh,2020,2,Peer-to-peer payments,7216219,27351810048,Central Region
Chhattisgarh,2020,2,Merchant payments,3158417,2361252112,Central Region
Chhattisgarh,2020,2,Financial Services,19986,17814454.61,Central Region
Chhattisgarh,2020,2,Others,60103,33149845.44,Central Region
Chhattisgarh,2020,3,Peer-to-peer payments,9734445,34661165923,Central Region
Chhattisgarh,2020,3,Recharge & bill payments,8705513,2790720003,Central Region
Chhattisgarh,2020,3,Merchant payments,5591916,3990179454,Central Region
Chhattisgarh,2020,3,Financial Services,34893,39141096.45,Central Region
Chhattisgarh,2020,3,Others,81772,45538330.63,Central Region
Chhattisgarh,2020,4,Peer-to-peer payments,14257312,50812302053,Central Region
Chhattisgarh,2020,4,Merchant payments,11677743,8238390462,Central Region
Chhattisgarh,2020,4,Recharge & bill payments,9423324,3033918783,Central Region
Chhattisgarh,2020,4,Financial Services,41308,48082346.06,Central Region
Chhattisgarh,2020,4,Others,129949,82280639.52,Central Region
Chhattisgarh,2021,1,Peer-to-peer payments,15621154,55638916992,Central Region
Chhattisgarh,2021,1,Merchant payments,15222763,10661449529,Central Region
Chhattisgarh,2021,1,Recharge & bill payments,8456094,3000977539,Central Region
Chhattisgarh,2021,1,Financial Services,37395,40387648.84,Central Region
Chhattisgarh,2021,1,Others,99031,68111552.62,Central Region
Chhattisgarh,2021,2,Peer-to-peer payments,18387345,62134058797,Central Region
Chhattisgarh,2021,2,Merchant payments,15369311,12828590762,Central Region
Chhattisgarh,2021,2,Recharge & bill payments,10764784,3640692364,Central Region
Chhattisgarh,2021,2,Financial Services,40213,39620256.36,Central Region
Chhattisgarh,2021,2,Others,127767,85809079.55,Central Region
Chhattisgarh,2021,3,Merchant payments,27552743,19905616747,Central Region
Chhattisgarh,2021,3,Peer-to-peer payments,25447410,80506858751,Central Region
Chhattisgarh,2021,3,Recharge & bill payments,11039088,4045490947,Central Region
Chhattisgarh,2021,3,Financial Services,38817,48855662.4,Central Region
Chhattisgarh,2021,3,Others,159880,99286155,Central Region
Chhattisgarh,2021,4,Merchant payments,40526025,29283695601,Central Region
Chhattisgarh,2021,4,Peer-to-peer payments,32799167,1.02178E+11,Central Region
Chhattisgarh,2021,4,Recharge & bill payments,11115444,4724827140,Central Region
Chhattisgarh,2021,4,Financial Services,55237,66445873.3,Central Region
Chhattisgarh,2021,4,Others,221621,146144588.7,Central Region
Chhattisgarh,2022,1,Merchant payments,48236094,33822547183,Central Region
Chhattisgarh,2022,1,Peer-to-peer payments,37457039,1.18394E+11,Central Region
Chhattisgarh,2022,1,Recharge & bill payments,11466264,5442872986,Central Region
Chhattisgarh,2022,1,Financial Services,52918,55991695.31,Central Region
Chhattisgarh,2022,1,Others,200977,131773069.8,Central Region
Chhattisgarh,2022,2,Merchant payments,61093916,41536371584,Central Region
Chhattisgarh,2022,2,Peer-to-peer payments,42532112,1.33535E+11,Central Region
Chhattisgarh,2022,2,Recharge & bill payments,12737942,5949415520,Central Region
Chhattisgarh,2022,2,Financial Services,41530,46037703.16,Central Region
Chhattisgarh,2022,2,Others,178548,114905117.8,Central Region
Chhattisgarh,2022,3,Merchant payments,84355775,50874051122,Central Region
Chhattisgarh,2022,3,Peer-to-peer payments,57116149,1.61027E+11,Central Region
Chhattisgarh,2022,3,Recharge & bill payments,16538894,8069941553,Central Region
Chhattisgarh,2022,3,Financial Services,55775,61881709.74,Central Region
Chhattisgarh,2022,3,Others,185994,128469268.6,Central Region
Chhattisgarh,2022,4,Merchant payments,97405954,60247141798,Central Region
Chhattisgarh,2022,4,Peer-to-peer payments,63986789,1.83673E+11,Central Region
Chhattisgarh,2022,4,Recharge & bill payments,16324117,8376603987,Central Region
Chhattisgarh,2022,4,Financial Services,63695,81169069.23,Central Region
Chhattisgarh,2022,4,Others,179891,141385263.4,Central Region
Dadra and Nagar Haveli and Daman and Diu,2018,1,Recharge & bill payments,95544,17526369.58,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,1,Peer-to-peer payments,44599,151966933.2,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,1,Merchant payments,1531,1580762.78,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,1,Financial Services,1364,353171.5524,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,1,Others,5511,4231146.951,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,2,Recharge & bill payments,122834,30595592.01,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,2,Peer-to-peer payments,69215,261995613.1,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,2,Merchant payments,3544,4685536.036,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,2,Financial Services,2996,383806.0855,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,2,Others,4037,4410224.472,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,3,Recharge & bill payments,157113,39790820.29,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,3,Peer-to-peer payments,119346,396698085.4,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,3,Merchant payments,7465,5693604.744,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,3,Financial Services,1477,297647.8959,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,3,Others,4174,5159437.334,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,4,Peer-to-peer payments,194214,582082154.4,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,4,Recharge & bill payments,185793,49972030.11,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,4,Merchant payments,15739,19577328.04,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,4,Financial Services,2996,371674.6991,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,4,Others,5340,6747429.538,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,1,Peer-to-peer payments,408465,757657638.3,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,1,Recharge & bill payments,225998,62660761.89,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,1,Merchant payments,20694,17043867.89,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,1,Financial Services,1645,221064.6189,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,1,Others,5012,5786443.339,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,2,Peer-to-peer payments,244134,734034142.8,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,2,Recharge & bill payments,198184,63874445.55,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,2,Merchant payments,40781,20816136.24,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,2,Financial Services,748,155149.7562,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,2,Others,5809,5561402.206,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,3,Recharge & bill payments,319142,104597035.1,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,3,Peer-to-peer payments,249944,821178569.1,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,3,Merchant payments,63616,30634658.24,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,3,Financial Services,533,425044.0514,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,3,Others,5516,4636167.42,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,4,Recharge & bill payments,351819,125809568.4,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,4,Peer-to-peer payments,324464,1051976411,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,4,Merchant payments,86758,45361559.24,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,4,Financial Services,1019,267762.4906,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,4,Others,4911,3225961.384,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,1,Recharge & bill payments,407577,153340696.3,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,1,Peer-to-peer payments,329005,1119439490,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,1,Merchant payments,137040,66713356.8,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,1,Financial Services,668,418783.1261,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,1,Others,4289,2851043.564,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,2,Recharge & bill payments,525974,178877986.7,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,2,Peer-to-peer payments,323909,1052118443,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,2,Merchant payments,118801,68938500.71,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,2,Financial Services,1826,993268.2972,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,2,Others,2642,1448254.787,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,3,Recharge & bill payments,455603,201223380.2,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,3,Peer-to-peer payments,419524,1401020928,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,3,Merchant payments,257572,143497844.5,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,3,Financial Services,1635,1778864.012,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,3,Others,3978,2268098.078,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,4,Peer-to-peer payments,666995,2153786523,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,4,Merchant payments,631443,316510115.8,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,4,Recharge & bill payments,509971,224246669.8,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,4,Financial Services,2453,1683959.51,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,4,Others,6929,4283833.187,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,1,Peer-to-peer payments,768921,2379220756,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,1,Merchant payments,705821,367522132.4,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,1,Recharge & bill payments,442926,213177144.7,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,1,Financial Services,2243,1930008.972,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,1,Others,5333,3782868.886,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,2,Peer-to-peer payments,843550,2512913026,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,2,Merchant payments,802899,430487473.9,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,2,Recharge & bill payments,471136,208762964,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,2,Financial Services,1826,1763792.651,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,2,Others,5672,3741204.398,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,3,Merchant payments,1312241,706774071.9,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,3,Peer-to-peer payments,1262732,3339347400,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,3,Recharge & bill payments,544322,253199754.9,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,3,Financial Services,2065,2252116.636,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,3,Others,8110,4365759.278,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,4,Merchant payments,2013673,1058989463,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,4,Peer-to-peer payments,1577168,4202291072,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,4,Recharge & bill payments,551618,294991582.2,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,4,Financial Services,2909,3159306.418,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,4,Others,11717,6407962.869,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,1,Merchant payments,2507246,1227972830,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,1,Peer-to-peer payments,1745454,4674787018,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,1,Recharge & bill payments,538134,326296370.8,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,1,Financial Services,2574,2661345.553,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,1,Others,9395,5330803.647,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,2,Merchant payments,3346697,1536859131,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,2,Peer-to-peer payments,1861799,5078832141,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,2,Recharge & bill payments,539562,372921225.4,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,2,Financial Services,1849,2131607.723,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,2,Others,9864,4415675.719,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,3,Merchant payments,3777156,1705567002,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,3,Peer-to-peer payments,2086741,5382949598,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,3,Recharge & bill payments,592431,425206924.5,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,3,Financial Services,2237,3194409.94,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,3,Others,7056,3729425.463,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,4,Merchant payments,4415771,1889046056,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,4,Peer-to-peer payments,2215052,5737539058,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,4,Recharge & bill payments,548795,426040023.1,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,4,Financial Services,2495,3169199.263,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,4,Others,7472,3846409.106,Western Region
Delhi,2018,1,Recharge & bill payments,3947297,1320559613,Northern Region
Delhi,2018,1,Peer-to-peer payments,2380820,9125685135,Northern Region
Delhi,2018,1,Merchant payments,339809,375393115.2,Northern Region
Delhi,2018,1,Financial Services,136240,45588429.27,Northern Region
Delhi,2018,1,Others,318588,344277514.8,Northern Region
Delhi,2018,2,Recharge & bill payments,4511737,2078183616,Northern Region
Delhi,2018,2,Peer-to-peer payments,3542716,14348179103,Northern Region
Delhi,2018,2,Merchant payments,837001,631597790.6,Northern Region
Delhi,2018,2,Financial Services,205991,66584728.2,Northern Region
Delhi,2018,2,Others,276278,321754664.5,Northern Region
Delhi,2018,3,Peer-to-peer payments,8557153,22670122889,Northern Region
Delhi,2018,3,Recharge & bill payments,5305635,3261844271,Northern Region
Delhi,2018,3,Merchant payments,3808395,1048422634,Northern Region
Delhi,2018,3,Financial Services,274526,45051151.35,Northern Region
Delhi,2018,3,Others,601339,350405916.2,Northern Region
Delhi,2018,4,Peer-to-peer payments,9973249,32389252495,Northern Region
Delhi,2018,4,Merchant payments,9958967,2738429839,Northern Region
Delhi,2018,4,Recharge & bill payments,7483633,3961160543,Northern Region
Delhi,2018,4,Financial Services,265004,58162003.44,Northern Region
Delhi,2018,4,Others,1506866,575852739,Northern Region
Delhi,2019,1,Peer-to-peer payments,20216287,48250023721,Northern Region
Delhi,2019,1,Merchant payments,13875931,3996618720,Northern Region
Delhi,2019,1,Recharge & bill payments,10744978,5521320539,Northern Region
Delhi,2019,1,Financial Services,223095,30997039.7,Northern Region
Delhi,2019,1,Others,1947036,670171769.7,Northern Region
Delhi,2019,2,Merchant payments,20891431,6816878923,Northern Region
Delhi,2019,2,Peer-to-peer payments,20570311,65953571241,Northern Region
Delhi,2019,2,Recharge & bill payments,12869453,8035701902,Northern Region
Delhi,2019,2,Financial Services,137774,33985068.68,Northern Region
Delhi,2019,2,Others,2702543,866678928.4,Northern Region
Delhi,2019,3,Merchant payments,29453368,9857221392,Northern Region
Delhi,2019,3,Peer-to-peer payments,25201978,81904443496,Northern Region
Delhi,2019,3,Recharge & bill payments,11133404,10406524193,Northern Region
Delhi,2019,3,Financial Services,92061,27952186.99,Northern Region
Delhi,2019,3,Others,3657065,1000670778,Northern Region
Delhi,2019,4,Peer-to-peer payments,33040093,1.05859E+11,Northern Region
Delhi,2019,4,Merchant payments,32537378,12864577363,Northern Region
Delhi,2019,4,Recharge & bill payments,11609898,9500486081,Northern Region
Delhi,2019,4,Financial Services,57063,21512527.97,Northern Region
Delhi,2019,4,Others,3500565,779367300.5,Northern Region
Delhi,2020,1,Merchant payments,33951545,14470782771,Northern Region
Delhi,2020,1,Peer-to-peer payments,32410795,1.08988E+11,Northern Region
Delhi,2020,1,Recharge & bill payments,12822919,9498791148,Northern Region
Delhi,2020,1,Financial Services,46529,39908838.25,Northern Region
Delhi,2020,1,Others,2515816,619460879,Northern Region
Delhi,2020,2,Peer-to-peer payments,27155938,86227124454,Northern Region
Delhi,2020,2,Merchant payments,24963931,12708327044,Northern Region
Delhi,2020,2,Recharge & bill payments,13568505,8699886044,Northern Region
Delhi,2020,2,Financial Services,64790,75405868.16,Northern Region
Delhi,2020,2,Others,288854,162694793.2,Northern Region
Delhi,2020,3,Peer-to-peer payments,41498638,1.40074E+11,Northern Region
Delhi,2020,3,Merchant payments,40973792,21858176583,Northern Region
Delhi,2020,3,Recharge & bill payments,13448341,12883226305,Northern Region
Delhi,2020,3,Financial Services,85689,114341865.3,Northern Region
Delhi,2020,3,Others,485401,234194502.8,Northern Region
Delhi,2020,4,Merchant payments,54581166,31106554563,Northern Region
Delhi,2020,4,Peer-to-peer payments,49631928,1.71546E+11,Northern Region
Delhi,2020,4,Recharge & bill payments,14862946,12921793577,Northern Region
Delhi,2020,4,Financial Services,114862,160007919.8,Northern Region
Delhi,2020,4,Others,1349515,530676173.3,Northern Region
Delhi,2021,1,Merchant payments,72615587,39861532639,Northern Region
Delhi,2021,1,Peer-to-peer payments,61957428,2.10824E+11,Northern Region
Delhi,2021,1,Recharge & bill payments,21164274,15447408659,Northern Region
Delhi,2021,1,Financial Services,153039,203106852.4,Northern Region
Delhi,2021,1,Others,1468676,592745151.9,Northern Region
Delhi,2021,2,Merchant payments,75620295,42933366743,Northern Region
Delhi,2021,2,Peer-to-peer payments,68497718,2.23035E+11,Northern Region
Delhi,2021,2,Recharge & bill payments,25026678,15310096463,Northern Region
Delhi,2021,2,Financial Services,158170,190019761.5,Northern Region
Delhi,2021,2,Others,854403,472659189.3,Northern Region
Delhi,2021,3,Merchant payments,115250887,64006915631,Northern Region
Delhi,2021,3,Peer-to-peer payments,93292876,2.98006E+11,Northern Region
Delhi,2021,3,Recharge & bill payments,28427032,20934734872,Northern Region
Delhi,2021,3,Financial Services,144460,220660990.2,Northern Region
Delhi,2021,3,Others,1645353,690472449.1,Northern Region
Delhi,2021,4,Merchant payments,149204611,88990516304,Northern Region
Delhi,2021,4,Peer-to-peer payments,112380292,3.76557E+11,Northern Region
Delhi,2021,4,Recharge & bill payments,30127352,22290161823,Northern Region
Delhi,2021,4,Financial Services,199280,287950130.2,Northern Region
Delhi,2021,4,Others,771824,569713470.7,Northern Region
Delhi,2022,1,Merchant payments,174454937,98212381476,Northern Region
Delhi,2022,1,Peer-to-peer payments,125111881,4.15305E+11,Northern Region
Delhi,2022,1,Recharge & bill payments,29435981,22482865573,Northern Region
Delhi,2022,1,Financial Services,195184,271039329.1,Northern Region
Delhi,2022,1,Others,1801878,693588769.4,Northern Region
Delhi,2022,2,Merchant payments,233412802,1.21658E+11,Northern Region
Delhi,2022,2,Peer-to-peer payments,143447534,4.80686E+11,Northern Region
Delhi,2022,2,Recharge & bill payments,32971294,26876059610,Northern Region
Delhi,2022,2,Financial Services,160827,209425798.8,Northern Region
Delhi,2022,2,Others,641727,426563425.7,Northern Region
Delhi,2022,3,Merchant payments,276635347,1.34293E+11,Northern Region
Delhi,2022,3,Peer-to-peer payments,160580425,5.09429E+11,Northern Region
Delhi,2022,3,Recharge & bill payments,37572389,33177115465,Northern Region
Delhi,2022,3,Financial Services,195218,265479580.4,Northern Region
Delhi,2022,3,Others,608782,448676465.8,Northern Region
Delhi,2022,4,Merchant payments,305621913,1.53115E+11,Northern Region
Delhi,2022,4,Peer-to-peer payments,171970100,5.59069E+11,Northern Region
Delhi,2022,4,Recharge & bill payments,36775874,31954251758,Northern Region
Delhi,2022,4,Financial Services,228639,299454652.8,Northern Region
Delhi,2022,4,Others,606931,477098950.6,Northern Region
Goa,2018,1,Recharge & bill payments,85991,18273814.16,Southern Region
Goa,2018,1,Peer-to-peer payments,59651,268175048.1,Southern Region
Goa,2018,1,Merchant payments,7880,11036031.74,Southern Region
Goa,2018,1,Financial Services,1191,520105.6424,Southern Region
Goa,2018,1,Others,6184,5851742.732,Southern Region
Goa,2018,2,Recharge & bill payments,120943,30994284.17,Southern Region
Goa,2018,2,Peer-to-peer payments,87878,419492232.5,Southern Region
Goa,2018,2,Merchant payments,12456,20162855.71,Southern Region
Goa,2018,2,Financial Services,1903,733429.4273,Southern Region
Goa,2018,2,Others,6395,7221023.531,Southern Region
Goa,2018,3,Recharge & bill payments,158797,40314972.94,Southern Region
Goa,2018,3,Peer-to-peer payments,150297,639468418.1,Southern Region
Goa,2018,3,Merchant payments,21587,26634198.18,Southern Region
Goa,2018,3,Financial Services,1867,468171.3648,Southern Region
Goa,2018,3,Others,6963,6281208.621,Southern Region
Goa,2018,4,Peer-to-peer payments,246426,1021902315,Southern Region
Goa,2018,4,Recharge & bill payments,212122,54832855.89,Southern Region
Goa,2018,4,Merchant payments,45586,66666113.92,Southern Region
Goa,2018,4,Financial Services,2523,723599.2328,Southern Region
Goa,2018,4,Others,8098,8880194.431,Southern Region
Goa,2019,1,Peer-to-peer payments,378848,1310759848,Southern Region
Goa,2019,1,Recharge & bill payments,275277,78212835.04,Southern Region
Goa,2019,1,Merchant payments,74527,75946974.41,Southern Region
Goa,2019,1,Financial Services,2013,499592.0967,Southern Region
Goa,2019,1,Others,8147,9904147.91,Southern Region
Goa,2019,2,Peer-to-peer payments,373759,1391933791,Southern Region
Goa,2019,2,Recharge & bill payments,278060,93218689.42,Southern Region
Goa,2019,2,Merchant payments,104592,92873008.65,Southern Region
Goa,2019,2,Financial Services,1211,515859.8077,Southern Region
Goa,2019,2,Others,10819,13325754.76,Southern Region
Goa,2019,3,Peer-to-peer payments,475178,1704668027,Southern Region
Goa,2019,3,Recharge & bill payments,453806,157952855,Southern Region
Goa,2019,3,Merchant payments,150578,123948570.6,Southern Region
Goa,2019,3,Financial Services,1510,1282344.844,Southern Region
Goa,2019,3,Others,11344,12515394.12,Southern Region
Goa,2019,4,Peer-to-peer payments,698728,2484453030,Southern Region
Goa,2019,4,Recharge & bill payments,552421,205602115.1,Southern Region
Goa,2019,4,Merchant payments,250893,218404664.9,Southern Region
Goa,2019,4,Financial Services,1497,649712.8451,Southern Region
Goa,2019,4,Others,11733,14350825.33,Southern Region
Goa,2020,1,Peer-to-peer payments,817198,2851686769,Southern Region
Goa,2020,1,Recharge & bill payments,678079,244739382.2,Southern Region
Goa,2020,1,Merchant payments,373110,298421548.1,Southern Region
Goa,2020,1,Financial Services,1762,1816477.569,Southern Region
Goa,2020,1,Others,11088,13707055.39,Southern Region
Goa,2020,2,Recharge & bill payments,758617,241196540.9,Southern Region
Goa,2020,2,Peer-to-peer payments,493326,1766723888,Southern Region
Goa,2020,2,Merchant payments,221358,168591711.9,Southern Region
Goa,2020,2,Financial Services,3081,3328361.318,Southern Region
Goa,2020,2,Others,5710,3775927.611,Southern Region
Goa,2020,3,Peer-to-peer payments,759351,2723430713,Southern Region
Goa,2020,3,Recharge & bill payments,696770,280187505,Southern Region
Goa,2020,3,Merchant payments,446880,353193881.5,Southern Region
Goa,2020,3,Financial Services,4985,6418950.467,Southern Region
Goa,2020,3,Others,7545,5112530.621,Southern Region
Goa,2020,4,Peer-to-peer payments,1550251,5407626413,Southern Region
Goa,2020,4,Merchant payments,1389834,1123844213,Southern Region
Goa,2020,4,Recharge & bill payments,839199,345088772.4,Southern Region
Goa,2020,4,Financial Services,7287,10386560.39,Southern Region
Goa,2020,4,Others,14810,12846789.25,Southern Region
Goa,2021,1,Peer-to-peer payments,2235456,7553384653,Southern Region
Goa,2021,1,Merchant payments,2195509,1768358977,Southern Region
Goa,2021,1,Recharge & bill payments,880682,410604192.7,Southern Region
Goa,2021,1,Financial Services,8138,12207778.15,Southern Region
Goa,2021,1,Others,11764,12687278.26,Southern Region
